id,name,slug,body_part,equipment,image_path,gif_path,instructions
520e7a9a-60b0-42c4-93f1-17a99fef627e,Romanian Deadlift from Deficit,Romanian_Deadlift_from_Deficit,hamstrings,barbell,Romanian_Deadlift_from_Deficit/0.jpg,Romanian_Deadlift_from_Deficit/0.jpg,"Begin standing while holding a bar at arm's length in front of you. You can stand on a raised platform to increase the range of motion.
Begin by flexing the knees slightly, and then flex at the hip, moving your butt back as far as possible, lowering the torso as far as flexibility allows. The back should remain in absolute extension at all times, and the bar should remain in contact with the legs. If done properly, there should be heavy tension felt in the hamstrings.
Reverse the motion to return to the starting position."
521f6123-0987-4441-94c2-6a618f83b309,Incline Push-Up Medium,Incline_Push-Up_Medium,chest,body only,Incline_Push-Up_Medium/0.jpg,Incline_Push-Up_Medium/0.jpg,"Stand facing a Smith machine bar or sturdy elevated platform at an appropriate height.
Place your hands on the bar, with your hands about shoulder width apart.
Position your feet back from the bar with arms and body straight. This will be your starting position.
Keeping your body straight, lower your chest to the bar by bending the arms.
Return to the starting position by extending the elbows, pressing yourself back up."
529552c0-6052-4a0c-b239-2c69ae0b8a7b,Dead Bug,Dead_Bug,abdominals,body only,Dead_Bug/0.jpg,Dead_Bug/0.jpg,"Begin lying on your back with your hands extended above you toward the ceiling.
Bring your feet, knees, and hips up to 90 degrees.
Exhale hard to bring your ribcage down and flatten your back onto the floor, rotating your pelvis up and squeezing your glutes. Hold this position throughout the movement. This will be your starting position.
Initiate the exercise by extending one leg, straightening the knee and hip to bring the leg just above the ground.
Maintain the position of your lumbar and pelvis as you perform the movement, as your back is going to want to arch.
Stay tight and return the working leg to the starting position.
Repeat on the opposite side, alternating until the set is complete."
52d4364f-37a8-4aef-ab60-d27c7bdeb1fb,One-Arm Open Palm Kettlebell Clean,One-Arm_Open_Palm_Kettlebell_Clean,hamstrings,kettlebells,One-Arm_Open_Palm_Kettlebell_Clean/0.jpg,One-Arm_Open_Palm_Kettlebell_Clean/0.jpg,"Place one kettlebell between your feet.
Grab the handle with one hand and raise the kettlebell rapidly, let it flip so that the ball of the kettlebell lands in the palm of your hand.
Throw the kettlebell out in front of you and catch the handle with one hand.
Take the kettlebell to the floor and repeat. Make sure to work both arms."
52d8d29b-af91-4b0d-94b7-eb241249efb9,Pallof Press With Rotation,Pallof_Press_With_Rotation,abdominals,cable,Pallof_Press_With_Rotation/0.jpg,Pallof_Press_With_Rotation/0.jpg,"Connect a standard handle to a tower, and position the cable to shoulder height.
With your side to the cable, grab the handle with one hand and step away from the tower. You should be approximately arm's length away from the pulley, with the tension of the weight on the cable. Align outstretched arm with cable.
With your feet positioned hip-width apart, pull the cable into your chest and grab the handle with your other hand. Both hands should be on the handle at this time.
Facing forward, press the cable away from your chest. You core should be tight and engaged.
Keeping your hips straight, twist your torso away from the pulley until you get a full quarter rotation.
Maintain your rigid stance and straight arms. Return to the neutral position in a slow and controlled manner. Your arms should be extended in front of you.
With the side tension still engaging your core, bring your hands to your chest and immediately press outward to a fully extended position. This constitutes one rep.
Repeat to failure.
Then, reposition and repeat the same series of movements on the opposite side."
5343e1e9-9f15-4e38-809d-32808b15308d,Around The Worlds,Around_The_Worlds,chest,dumbbell,Around_The_Worlds/0.jpg,Around_The_Worlds/0.jpg,"Lay down on a flat bench holding a dumbbell in each hand with the palms of the hands facing towards the ceiling. Tip: Your arms should be parallel to the floor and next to your thighs. To avoid injury, make sure that you keep your elbows slightly bent. This will be your starting position.
Now move the dumbbells by creating a semi-circle as you displace them from the initial position to over the head. All of the movement should happen with the arms parallel to the floor at all times. Breathe in as you perform this portion of the movement.
Reverse the movement to return the weight to the starting position as you exhale."
53a2ee0d-c6f2-4c7d-8ac0-f96708d11f65,Single-Leg Leg Extension,Single-Leg_Leg_Extension,quadriceps,machine,Single-Leg_Leg_Extension/0.jpg,Single-Leg_Leg_Extension/0.jpg,"Seat yourself in the machine and adjust it so that you are positioned properly. The pad should be against the lower part of the shin but not in contact with the ankle. Adjust the seat so that the pivot point is in line with your knee. Select a weight appropriate for your abilities.
Maintaining good posture, fully extend one leg, pausing at the top of the motion.
Return to the starting position without letting the weight stop, keeping tension on the muscle.
Repeat for the desired number of repetitions."
53a39419-001e-4b59-8ef0-5a1d81b4ce2c,External Rotation with Band,External_Rotation_with_Band,shoulders,bands,External_Rotation_with_Band/0.jpg,External_Rotation_with_Band/0.jpg,"Choke the band around a post. The band should be at the same height as your elbow. Stand with your left side to the band a couple of feet away.
Grasp the end of the band with your right hand, and keep your elbow pressed firmly to your side. We recommend you hold a pad or foam roll in place with your elbow to keep it firmly in position.
With your upper arm in position, your elbow should be flexed to 90 degrees with your hand reaching across the front of your torso. This will be your starting position.
Execute the movement by rotating your arm in a backhand motion, keeping your elbow in place.
Continue as far as you are able, pause, and then return to the starting position."
53ecd87b-5323-4a7c-aad5-143e2cf8d6c9,Extended Range One-Arm Kettlebell Floor Press,Extended_Range_One-Arm_Kettlebell_Floor_Press,chest,kettlebells,Extended_Range_One-Arm_Kettlebell_Floor_Press/0.jpg,Extended_Range_One-Arm_Kettlebell_Floor_Press/0.jpg,"Lie on the floor and position a kettlebell for one arm to press. The kettlebell should be held by the handle. The leg on the same side that you are pressing should be bent, with the knee crossing over the midline of the body.
Press the kettlebell by extending the elbow and adducting the arm, pressing it above your body. Return to the starting position."
53f3dac0-2c06-4f8a-ac0d-c33906c37428,Kettlebell Arnold Press,Kettlebell_Arnold_Press,shoulders,kettlebells,Kettlebell_Arnold_Press/0.jpg,Kettlebell_Arnold_Press/0.jpg,"Clean a kettlebell to your shoulder. Clean the kettlebell to your shoulder by extending through the legs and hips as you raise the kettlebell towards your shoulder. The palm should be facing inward.
Looking straight ahead, press the kettlebell out and overhead, rotating your wrist so that your palm faces forward at the top of the motion.
Return the kettlebell to the starting position, with the palm facing in."
54056fed-72e0-4a80-b0ae-c3a09ec3928d,Anterior Tibialis-SMR,Anterior_Tibialis-SMR,calves,other,Anterior_Tibialis-SMR/0.jpg,Anterior_Tibialis-SMR/0.jpg,"Begin seated on the ground with your legs bent and your feet on the floor.
Using a Muscle Roller or a rolling pin, apply pressure to the muscles on the outside of your shins. Work from just below the knee to above the ankle, pausing at points of tension for 10-30 seconds. Repeat on the other leg."
54abe787-caa2-4d75-927e-de4feecd8f5a,Snatch from Blocks,Snatch_from_Blocks,quadriceps,barbell,Snatch_from_Blocks/0.jpg,Snatch_from_Blocks/0.jpg,"Begin with a loaded barbell on boxes or stands of the desired height. A wide grip should be taken on the bar. The feet should be directly below the hips, with the feet turned out as needed. Lower the hips, with the chest up and the head looking forward. The shoulders should be just in front of the bar, with the elbows pointed out. This will be the starting position.
Begin the first pull by driving through the front of the heels, raising the bar from the boxes.
Transition into the second pull by extending through the hips knees and ankles, driving the bar up as quickly as possible. The bar should be close to the body. At peak extension, shrug the shoulders and allow the elbows to flex to the side.
As you move your feet into the receiving position, forcefully pull yourself below the bar as you elevate the bar overhead. The feet should move to just outside the hips, turned out as necessary. Receive the bar with your body as low as possible and the arms fully extended overhead.
Keeping the bar aligned over the front of the heels, your head and chest up, drive through heels of the feet to move to a standing position. Carefully return the weight to the boxes."
54b97c9f-6430-49b0-a7fa-b0782e1da90c,Dumbbell Squat To A Bench,Dumbbell_Squat_To_A_Bench,quadriceps,dumbbell,Dumbbell_Squat_To_A_Bench/0.jpg,Dumbbell_Squat_To_A_Bench/0.jpg,"Stand up straight with a flat bench behind you while holding a dumbbell on each hand (palms facing the side of your legs).
Position your legs using a shoulder width medium stance with the toes slightly pointed out. Keep your head up at all times as looking down will get you off balance and also maintain a straight back. This will be your starting position. Note: For the purposes of this discussion we will use the medium stance described above which targets overall development; however you can choose any of the three stances discussed in the foot stances section.
Begin to slowly lower your torso by bending the knees as you maintain a straight posture with the head up. Continue down until you slightly touch the bench behind you. Inhale as you perform this portion of the movement. Tip: If you performed the exercise correctly, the front of the knees should make an imaginary straight line with the toes that is perpendicular to the front. If your knees are past that imaginary line (if they are past your toes) then you are placing undue stress on the knee and the exercise has been performed incorrectly.
Begin to raise the bar as you exhale by pushing the floor with the heel of your foot mainly as you straighten the legs again and go back to the starting position.
Repeat for the recommended amount of repetitions."
54de9bd1-7009-4e4c-aefc-5363bb461a26,Backward Medicine Ball Throw,Backward_Medicine_Ball_Throw,shoulders,medicine ball,Backward_Medicine_Ball_Throw/0.jpg,Backward_Medicine_Ball_Throw/0.jpg,"This exercise is best done with a partner. If you lack a partner, the ball can be thrown and retrieved or thrown against a wall.
Begin standing a few meters in front of your partner, both facing the same direction. Begin holding the ball between your legs.
Squat down and then forcefully reverse direction, coming to full extension and you toss the ball over your head to your partner.
Your partner can then roll the ball back to you. Repeat for the desired number of repetitions."
54feea3b-2b40-4c28-899f-6213c58a131f,Air Bike,Air_Bike,abdominals,body only,Air_Bike/0.jpg,Air_Bike/0.jpg,"Lie flat on the floor with your lower back pressed to the ground. For this exercise, you will need to put your hands beside your head. Be careful however to not strain with the neck as you perform it. Now lift your shoulders into the crunch position.
Bring knees up to where they are perpendicular to the floor, with your lower legs parallel to the floor. This will be your starting position.
Now simultaneously, slowly go through a cycle pedal motion kicking forward with the right leg and bringing in the knee of the left leg. Bring your right elbow close to your left knee by crunching to the side, as you breathe out.
Go back to the initial position as you breathe in.
Crunch to the opposite side as you cycle your legs and bring closer your left elbow to your right knee and exhale.
Continue alternating in this manner until all of the recommended repetitions for each side have been completed."
55b00ba3-5e20-4bdb-9420-78cddc6826cf,Suspended Row,Suspended_Row,middle back,other,Suspended_Row/0.jpg,Suspended_Row/0.jpg,"Suspend your straps at around chest height. Take a handle in each hand and lean back. Keep your body erect and your head and chest up. Your arms should be fully extended. This will be your starting position.
Begin by flexing the elbow to initiate the movement. Protract your shoulder blades as you do so.
At the completion of the motion pause, and then return to the starting position."
561176fc-a88a-4034-af5c-171a39ef9d2b,One Arm Chin-Up,One_Arm_Chin-Up,middle back,other,One_Arm_Chin-Up/0.jpg,One_Arm_Chin-Up/0.jpg,"For this exercise, start out by placing a towel around a chin up bar.
Grab the chin-up bar with your palm facing you. One hand will be grabbing the chin-up bar and the other will be grabbing the towel.
Bring your torso back around 30 degrees or so while creating a curvature on your lower back and sticking your chest out. This is your starting position.v
Pull your torso up until the bar touches your upper chest by drawing the shoulders and the upper arms down and back. Exhale as you perform this portion of the movement. Tip: Concentrate on squeezing the back muscles once you reach the full contracted position. The upper torso should remain stationary as it moves through space and only the arms should move. The forearms should do no other work other than hold the bar.
After a second on the contracted position, start to inhale and slowly lower your torso back to the starting position when your arms are fully extended and the lats are fully stretched.
Repeat this motion for the prescribed amount of repetitions.
Switch arms and repeat the movement."
561ecba2-31c8-48b4-92df-9a2589fa9367,Donkey Calf Raises,Donkey_Calf_Raises,calves,other,Donkey_Calf_Raises/0.jpg,Donkey_Calf_Raises/0.jpg,"For this exercise you will need access to a donkey calf raise machine. Start by positioning your lower back and hips under the padded lever provided. The tailbone area should be the one making contact with the pad.
Place both of your arms on the side handles and place the balls of your feet on the calf block with the heels extending off. Align the toes forward, inward or outward, depending on the area you wish to target, and straighten the knees without locking them. This will be your starting position.
Raise your heels as you breathe out by extending your ankles as high as possible and flexing your calf. Ensure that the knee is kept stationary at all times. There should be no bending at any time. Hold the contracted position by a second before you start to go back down.
Go back slowly to the starting position as you breathe in by lowering your heels as you bend the ankles until calves are stretched.
Repeat for the recommended amount of repetitions."
569c921f-eb82-4039-aa5d-b4757823d40b,Frog Hops,Frog_Hops,quadriceps,,Frog_Hops/0.jpg,Frog_Hops/0.jpg,"Stand with your hands behind your head, and squat down keeping your torso upright and your head up. This will be your starting position.
Jump forward several feet, avoiding jumping unnecessarily high. As your feet contact the ground, absorb the impact through your legs, and jump again. Repeat this action 5-10 times."
56aed712-2391-4a21-ba90-ab16b8eedbbe,Stomach Vacuum,Stomach_Vacuum,abdominals,body only,Stomach_Vacuum/0.jpg,Stomach_Vacuum/0.jpg,"To begin, stand straight with your feet shoulder width apart from each other. Place your hands on your hips. This is the starting position.
Now slowly inhale as much air as possible and then start to exhale as much as possible while bringing your stomach in as much as possible and hold this position. Try to visualize your navel touching your backbone.
One isometric contraction is around 20 seconds. During the 20 second hold, try to breathe normally. Then inhale and bring your stomach back to the starting position.
Once you have practiced this exercise, try to perform this exercise for longer than 20 seconds. Tip: You can work your way up to 40-60 seconds.
Repeat for the recommended amount of sets."
56ea4759-6705-4ecb-9b0a-0696216875a1,Freehand Jump Squat,Freehand_Jump_Squat,quadriceps,body only,Freehand_Jump_Squat/0.jpg,Freehand_Jump_Squat/0.jpg,"Cross your arms over your chest.
With your head up and your back straight, position your feet at shoulder width.
Keeping your back straight and chest up, squat down as you inhale until your upper thighs are parallel, or lower, to the floor.
Now pressing mainly with the ball of your feet, jump straight up in the air as high as possible, using the thighs like springs. Exhale during this portion of the movement.
When you touch the floor again, immediately squat down and jump again.
Repeat for the recommended amount of repetitions."
576e13a2-15e8-427e-aa2a-eb07a0376487,Standing Dumbbell Straight-Arm Front Delt Raise Above Head,Standing_Dumbbell_Straight-Arm_Front_Delt_Raise_Above_Head,shoulders,dumbbell,Standing_Dumbbell_Straight-Arm_Front_Delt_Raise_Above_Head/0.jpg,Standing_Dumbbell_Straight-Arm_Front_Delt_Raise_Above_Head/0.jpg,"Hold the dumbbells in front of your thighs, palms facing your thighs.
Keep your arms straight with a slight bend at the elbows but keep them locked. This will be your starting position.
Raise the dumbbells in a semicircular motion to arm's length overhead as you exhale.
Slowly return to the starting position using the same path as you inhale.
Repeat for the recommended amount of repetitions."
582ebe98-63dc-4c80-b5b3-f6b292db40b0,Standing Bradford Press,Standing_Bradford_Press,shoulders,barbell,Standing_Bradford_Press/0.jpg,Standing_Bradford_Press/0.jpg,"Place a loaded bar at shoulder level in a rack. With a pronated grip at shoulder width, begin with the bar racked across the front of your shoulders. This is your starting position.
Initiate the lift by extending the elbows to press the bar overhead. Avoid locking out the elbow as you move the weight behind your head.
Lower the bar down to the back of the head until your elbow forms a right angle.
Lift the bar back over your head by extending the elbows
Lower the bar down to the starting position.
Alternate in this manner until you complete the recommended amount of repetitions."
587461f2-accc-4e6d-b298-f06e1f93548f,Box Jump (Multiple Response),Box_Jump_Multiple_Response,hamstrings,other,Box_Jump_Multiple_Response/0.jpg,Box_Jump_Multiple_Response/0.jpg,"Assume a relaxed stance facing the box or platform approximately an arm's length away. Arms should be down at the sides and legs slightly bent.
Using the arms to aid in the initial burst, jump upward and forward, landing with feet simultaneously on top of the box or platform.
Immediately drop or jump back down to the original starting place; then repeat the sequence."
587b717d-0852-45ec-bfab-3c804550fb24,Straight-Arm Dumbbell Pullover,Straight-Arm_Dumbbell_Pullover,chest,dumbbell,Straight-Arm_Dumbbell_Pullover/0.jpg,Straight-Arm_Dumbbell_Pullover/0.jpg,"Place a dumbbell standing up on a flat bench.
Ensuring that the dumbbell stays securely placed at the top of the bench, lie perpendicular to the bench (torso across it as in forming a cross) with only your shoulders lying on the surface. Hips should be below the bench and legs bent with feet firmly on the floor. The head will be off the bench as well.
Grasp the dumbbell with both hands and hold it straight over your chest at arms length. Both palms should be pressing against the underside one of the sides of the dumbbell. This will be your starting position.
Caution: Always ensure that the dumbbell used for this exercise is secure. Using a dumbbell with loose plates can result in the dumbbell falling apart and falling on your face.
While keeping your arms straight, lower the weight slowly in an arc behind your head while breathing in until you feel a stretch on the chest.
At that point, bring the dumbbell back to the starting position using the arc through which the weight was lowered and exhale as you perform this movement.
Hold the weight on the initial position for a second and repeat the motion for the prescribed number of repetitions."
59016fc5-e9c7-43eb-bf22-853b343e90b2,Heaving Snatch Balance,Heaving_Snatch_Balance,quadriceps,barbell,Heaving_Snatch_Balance/0.jpg,Heaving_Snatch_Balance/0.jpg,"This drill helps you learn the snatch. Begin by holding a light weight across the back of the shoulders. Your feet should be slightly wider than hip width apart with the feet turned out, the same position that you would perform a squat with.
Begin by dipping with the knees slightly, and popping back up to briefly unload the bar. Drive yourself underneath the bar, elevating it overhead as you descend into a full squat.
Return to a standing position."
591b698b-60f7-4a70-be86-dc33c7225a50,Clean Deadlift,Clean_Deadlift,hamstrings,barbell,Clean_Deadlift/0.jpg,Clean_Deadlift/0.jpg,"Begin standing with a barbell close to your shins. Your feet should be directly under your hips with your feet turned out slightly. Grip the bar with a double overhand grip or hook grip, about shoulder width apart. Squat down to the bar. Your spine should be in full extension, with a back angle that places your shoulders in front of the bar and your back as vertical as possible.
Begin by driving through the floor through the front of your heels. As the bar travels upward, maintain a constant back angle. Flare your knees out to the side to help keep them out of the bar's path.
After the bar crosses the knees, complete the lift by driving the hips into the bar until your hips and knees are extended."
596af032-15cf-4d24-af29-dd0a62b51236,Advanced Kettlebell Windmill,Advanced_Kettlebell_Windmill,abdominals,kettlebells,Advanced_Kettlebell_Windmill/0.jpg,Advanced_Kettlebell_Windmill/0.jpg,"Clean and press a kettlebell overhead with one arm.
Keeping the kettlebell locked out at all times, push your butt out in the direction of the locked out kettlebell. Keep the non-working arm behind your back and turn your feet out at a forty-five degree angle from the arm with the kettlebell.
Lower yourself as far as possible.
Pause for a second and reverse the motion back to the starting position."
59859506-d95c-450f-b438-7b3f02a4ba70,One Arm Lat Pulldown,One_Arm_Lat_Pulldown,lats,cable,One_Arm_Lat_Pulldown/0.jpg,One_Arm_Lat_Pulldown/0.jpg,"Select an appropriate weight and adjust the knee pad to help keep you down. Grasp the handle with a pronated grip. This will be your starting position.
Pull the handle down, squeezing your elbow to your side as you flex the elbow.
Pause at the bottom of the motion, and then slowly return the handle to the starting position.
For multiple repetitions, avoid completely returning the weight to keep tension on the muscles being worked."
59a15802-cf12-4805-b2a3-3809f5d7f5e4,Shotgun Row,Shotgun_Row,lats,cable,Shotgun_Row/0.jpg,Shotgun_Row/0.jpg,"Attach a single handle to a low cable.
After selecting the correct weight, stand a couple feet back with a wide-split stance. Your arm should be extended and your shoulder forward. This will be your starting position.
Perform the movement by retracting the shoulder and flexing the elbow. As you pull, supinate the wrist, turning the palm upward as you go.
After a brief pause, return to the starting position."
59c9a63a-165e-4443-af29-eef75354a749,Floor Glute-Ham Raise,Floor_Glute-Ham_Raise,hamstrings,,Floor_Glute-Ham_Raise/0.jpg,Floor_Glute-Ham_Raise/0.jpg,"You can use a partner for this exercise or brace your feet under something stable.
Begin on your knees with your upper legs and torso upright. If using a partner, they will firmly hold your feet to keep you in position. This will be your starting position.
Lower yourself by extending at the knee, taking care to NOT flex the hips as you go forward.
Place your hands in front of you as you reach the floor. This movement is very difficult and you may be unable to do it unaided. Use your arms to lightly push off the floor to aid your return to the starting position."
5a044289-4312-4687-a841-9759ccf759a8,Leverage Chest Press,Leverage_Chest_Press,chest,machine,Leverage_Chest_Press/0.jpg,Leverage_Chest_Press/0.jpg,"Load an appropriate weight onto the pins and adjust the seat for your height. The handles should be near the bottom or middle of the pectorals at the beginning of the motion.
Your chest and head should be up and your shoulder blades retracted. This will be your starting position.
Press the handles forward by extending through the elbow.
After a brief pause at the top, return the weight just above the start position, keeping tension on the muscles by not returning the weight to the stops until the set is complete."
5ab4593a-80d2-47b3-b53e-d5099ceb3da7,Seated Dumbbell Press,Seated_Dumbbell_Press,shoulders,dumbbell,Seated_Dumbbell_Press/0.jpg,Seated_Dumbbell_Press/0.jpg,"Grab a couple of dumbbells and sit on a military press bench or a utility bench that has a back support on it as you place the dumbbells upright on top of your thighs.
Clean the dumbbells up one at a time by using your thighs to bring the dumbbells up to shoulder height at each side.
Rotate the wrists so that the palms of your hands are facing forward. This is your starting position.
As you exhale, push the dumbbells up until they touch at the top.
After a second pause, slowly come down back to the starting position as you inhale.
Repeat for the recommended amount of repetitions."
5ab8ff47-3963-46fd-acb2-0aec3a90eb84,Snatch Pull,Snatch_Pull,hamstrings,barbell,Snatch_Pull/0.jpg,Snatch_Pull/0.jpg,"With a barbell on the floor close to the shins, take a wide snatch grip. Lower your hips with the weight focused on the heels, back straight, head facing forward, chest up, with your shoulders just in front of the bar. This will be your starting position.
Begin the first pull by driving through the heels, extending your knees. Your back angle should stay the same, and your arms should remain straight. Move the weight with control as you continue to above the knees.
Next comes the second pull, the main source of acceleration for the pull. As the bar approaches the mid-thigh position, begin extending through the hips. In a jumping motion, accelerate by extending the hips, knees, and ankles, using speed to move the bar upward.
There should be no need to actively pull through the arms to accelerate the weight; at the end of the second pull, the body should be fully extended, leaning slightly back. Full extension should be violent and abrupt, and ensure that you do not prolong the extension for longer than necessary."
5adeeecd-8f4f-4d56-bd7f-1e3695afdac4,Linear Acceleration Wall Drill,Linear_Acceleration_Wall_Drill,hamstrings,,Linear_Acceleration_Wall_Drill/0.jpg,Linear_Acceleration_Wall_Drill/0.jpg,"Lean at around 45 degrees against a wall. Your feet should be together, glutes contracted.
Begin by lifting your right knee quickly, pausing, and then driving it straight down into the ground.
Switch legs, raising the opposite knee, and then attacking the ground straight down.
Repeat once more with your right leg, and as soon as the right foot strikes the ground hammer them out rapidly, alternating left and right as fast as you can."
5b0e95e1-38ee-4121-b8a4-0e786422f092,Sled Overhead Backward Walk,Sled_Overhead_Backward_Walk,shoulders,other,Sled_Overhead_Backward_Walk/0.jpg,Sled_Overhead_Backward_Walk/0.jpg,"Attach dual handles to a sled connected by a rope or chain. Load the sled to a light weight.
Face the sled, backing up until there is some tension in the line. Hold your hands directly above your head with your elbows extended. This will be your starting position.
Walk backwards, keeping your arms raised above your head. Avoid jerky movements."
5c34802c-db3f-42c8-8b9d-7033d21e93c8,Scissor Kick,Scissor_Kick,abdominals,body only,Scissor_Kick/0.jpg,Scissor_Kick/0.jpg,"To begin, lie down with your back pressed against the floor or on an exercise mat (optional). Your arms should be fully extended to the sides with your palms facing down. Note: The arms should be stationary the entire time.
With a slight bend at the knees, lift your legs up so that your heels are about 6 inches off the ground. This is the starting position.
Now lift your left leg up to about a 45 degree angle while your right leg is lowered until the heel is about 2-3 inches from the ground.
Switch movements by raising your right leg up and lowering your left leg. Remember to breathe while performing this exercise.
Repeat for the recommended amount of repetitions."
5ca98d7c-10fa-47d3-a9ef-c78694b43f4b,Single-Leg Lateral Hop,Single-Leg_Lateral_Hop,quadriceps,other,Single-Leg_Lateral_Hop/0.jpg,Single-Leg_Lateral_Hop/0.jpg,"Stand to the side of a cone or hurdle. To get into the start position, stand on one leg with your knee slightly bent.
To begin, execute a counterjump to hop sideways over the cone.
Land on your jumping leg, and immediately rebound out of it by jumping back to the start position.
Continue hopping back and forth."
5e17ed72-c246-4a6f-a023-7a395ef5c1bd,Standing Low-Pulley One-Arm Triceps Extension,Standing_Low-Pulley_One-Arm_Triceps_Extension,triceps,cable,Standing_Low-Pulley_One-Arm_Triceps_Extension/0.jpg,Standing_Low-Pulley_One-Arm_Triceps_Extension/0.jpg,"Grab a single handle with your left arm next to the low pulley machine. Turn away from the machine keeping the handle to the side of your body with your arm fully extended. Now use both hands to elevate the single handle directly above the head with the palm facing forward. Keep your upper arm completely vertical (perpendicular to the floor) and put your right hand on your left elbow to help keep it steady. This is the starting position.
Keeping your upper arms close to your head (elbows in) and perpendicular to the floor, lower the resistance in a semicircular motion behind your head until your forearms touch your biceps. Tip: The upper arms should remain stationary and only the forearms should move. Breathe in as you perform this step.
Go back to the starting position by using the triceps to raise the single handle. Breathe out as you perform this step.
Repeat for the recommended amount of repetitions.
Switch arms and repeat the exercise."
5e33b465-2c7a-449f-9db6-ba60f3905906,Dumbbell Bench Press,Dumbbell_Bench_Press,chest,dumbbell,Dumbbell_Bench_Press/0.jpg,Dumbbell_Bench_Press/0.jpg,"Lie down on a flat bench with a dumbbell in each hand resting on top of your thighs. The palms of your hands will be facing each other.
Then, using your thighs to help raise the dumbbells up, lift the dumbbells one at a time so that you can hold them in front of you at shoulder width.
Once at shoulder width, rotate your wrists forward so that the palms of your hands are facing away from you. The dumbbells should be just to the sides of your chest, with your upper arm and forearm creating a 90 degree angle. Be sure to maintain full control of the dumbbells at all times. This will be your starting position.
Then, as you breathe out, use your chest to push the dumbbells up. Lock your arms at the top of the lift and squeeze your chest, hold for a second and then begin coming down slowly. Tip: Ideally, lowering the weight should take about twice as long as raising it.
Repeat the movement for the prescribed amount of repetitions of your training program."
5e3e8a86-1e1b-4bd3-87d5-74daf7ebf555,Power Snatch,Power_Snatch,hamstrings,barbell,Power_Snatch/0.jpg,Power_Snatch/0.jpg,"Begin with a loaded barbell on the floor. The bar should be close to or touching the shins, and a wide grip should be taken on the bar. The feet should be directly below the hips, with the feet turned out as needed. Lower the hips, with the chest up and the head looking forward. The shoulders should be just in front of the bar. This will be the starting position.
Begin the first pull by driving through the front of the heels, raising the bar from the ground. The back angle should stay the same until the bar passes the knees.
Transition into the second pull by extending through the hips knees and ankles, driving the bar up as quickly as possible. The bar should be close to the body. At peak extension, shrug the shoulders and allow the elbows to flex to the side.
As you move your feet into the receiving position, a slightly wider position, pull yourself below the bar as you elevate the bar overhead. The bar should be received in a partial squat. Continue raising the bar to the overhead position, receiving the bar locked out overhead.
Return to a standing position with the weight over head."
5e446886-68c0-4910-a733-a1058409d793,Floor Press with Chains,Floor_Press_with_Chains,triceps,barbell,Floor_Press_with_Chains/0.jpg,Floor_Press_with_Chains/0.jpg,"Adjust the j-hooks so they are at the appropriate height to rack the bar. For this exercise, drape the chains directly over the end of the bar, trying to keep the ends away from the plates.
Begin lying on the floor with your head near the end of a power rack. Keeping your shoulder blades pulled together, pull the bar off of the hooks.
Lower the bar towards the bottom of your chest or upper stomach, squeezing the bar and attempting to pull it apart as you do so. Ensure that you tuck your elbows throughout the movement. Lower the bar until your upper arm contacts the ground and pause, preventing any slamming or bouncing of the weight.
Press the bar back up as fast as you can, keeping the bar, your wrists, and elbows in line as you do so."
5e45ec1c-a69c-4e8f-901e-ce15dc0e171c,Barbell Squat,Barbell_Squat,quadriceps,barbell,Barbell_Squat/0.jpg,Barbell_Squat/0.jpg,"This exercise is best performed inside a squat rack for safety purposes. To begin, first set the bar on a rack to just below shoulder level. Once the correct height is chosen and the bar is loaded, step under the bar and place the back of your shoulders (slightly below the neck) across it.
Hold on to the bar using both arms at each side and lift it off the rack by first pushing with your legs and at the same time straightening your torso.
Step away from the rack and position your legs using a shoulder width medium stance with the toes slightly pointed out. Keep your head up at all times and also maintain a straight back. This will be your starting position. (Note: For the purposes of this discussion we will use the medium stance described above which targets overall development; however you can choose any of the three stances discussed in the foot stances section).
Begin to slowly lower the bar by bending the knees and hips as you maintain a straight posture with the head up. Continue down until the angle between the upper leg and the calves becomes slightly less than 90-degrees. Inhale as you perform this portion of the movement. Tip: If you performed the exercise correctly, the front of the knees should make an imaginary straight line with the toes that is perpendicular to the front. If your knees are past that imaginary line (if they are past your toes) then you are placing undue stress on the knee and the exercise has been performed incorrectly.
Begin to raise the bar as you exhale by pushing the floor with the heel of your foot as you straighten the legs again and go back to the starting position.
Repeat for the recommended amount of repetitions."
5e46898a-5754-4aef-a97c-4d1d84117091,Stiff-Legged Barbell Deadlift,Stiff-Legged_Barbell_Deadlift,hamstrings,barbell,Stiff-Legged_Barbell_Deadlift/0.jpg,Stiff-Legged_Barbell_Deadlift/0.jpg,"Grasp a bar using an overhand grip (palms facing down). You may need some wrist wraps if using a significant amount of weight.
Stand with your torso straight and your legs spaced using a shoulder width or narrower stance. The knees should be slightly bent. This is your starting position.
Keeping the knees stationary, lower the barbell to over the top of your feet by bending at the hips while keeping your back straight. Keep moving forward as if you were going to pick something from the floor until you feel a stretch on the hamstrings. Inhale as you perform this movement.
Start bringing your torso up straight again by extending your hips until you are back at the starting position. Exhale as you perform this movement.
Repeat for the recommended amount of repetitions."
